ticker,cik,quarter_end,year,quarter,shares,report_date,form_type,xbrl_field,notes
JPM,19617,2022-06-30,2022,2,2932572390,2022-06-30,10-Q,EntityCommonStockSharesOutstanding,
JPM,19617,2022-09-30,2022,3,2933204888,2022-09-30,10-Q,EntityCommonStockSharesOutstanding,
JPM,19617,2022-12-31,2022,4,2934200000,2022-12-31,10-K,CommonStockSharesOutstanding,
JPM,19617,2023-03-31,2023,1,2922288509,2023-03-31,10-Q,EntityCommonStockSharesOutstanding,
JPM,19617,2023-06-30,2023,2,2906085273,2023-06-30,10-Q,EntityCommonStockSharesOutstanding,
JPM,19617,2023-09-30,2023,3,2891008341,2023-09-30,10-Q,EntityCommonStockSharesOutstanding,
JPM,19617,2023-12-31,2023,4,2876600000,2023-12-31,10-K,CommonStockSharesOutstanding,
JPM,19617,2024-03-31,2024,1,2871667879,2024-03-31,10-Q,EntityCommonStockSharesOutstanding,
JPM,19617,2024-06-30,2024,2,2845164727,2024-06-30,10-Q,EntityCommonStockSharesOutstanding,
JPM,19617,2024-09-30,2024,3,2815340422,2024-09-30,10-Q,EntityCommonStockSharesOutstanding,
JPM,19617,2024-12-31,2024,4,2797600000,2024-12-31,10-K,CommonStockSharesOutstanding,
JPM,19617,2025-03-31,2025,1,2779094488,2025-03-31,10-Q,EntityCommonStockSharesOutstanding,
JPM,19617,2025-06-30,2025,2,2749753854,2025-06-30,10-Q,EntityCommonStockSharesOutstanding,
JPM,19617,2025-09-30,2025,3,2722262295,2025-09-30,10-Q,EntityCommonStockSharesOutstanding,
JPM,19617,2025-12-31,2025,4,2696200000,2025-12-31,10-K,CommonStockSharesOutstanding,
BAC,70858,2013-09-30,2013,3,10683282112,2013-09-30,10-Q,CommonStockSharesOutstanding,
BAC,70858,2013-12-31,2013,4,10591808296,2013-12-31,10-K,CommonStockSharesOutstanding,
BAC,70858,2014-03-31,2014,1,10530045485,2014-03-31,10-Q,CommonStockSharesOutstanding,
BAC,70858,2014-06-30,2014,2,10515824628,2014-06-30,10-Q,CommonStockSharesOutstanding,
BAC,70858,2014-09-30,2014,3,10515893904,2014-09-30,10-Q,CommonStockSharesOutstanding,
BAC,70858,2014-12-31,2014,4,10516542476,2014-12-31,10-K,CommonStockSharesOutstanding,
BAC,70858,2015-03-31,2015,1,10520400507,2015-03-31,10-Q,CommonStockSharesOutstanding,
BAC,70858,2015-06-30,2015,2,10471836636,2015-06-30,10-Q,CommonStockSharesOutstanding,
BAC,70858,2015-09-30,2015,3,10427305035,2015-09-30,10-Q,CommonStockSharesOutstanding,
BAC,70858,2015-12-31,2015,4,10380265063,2015-12-31,10-K,CommonStockSharesOutstanding,
BAC,70858,2016-03-31,2016,1,10312660252,2016-03-31,10-Q,CommonStockSharesOutstanding,
BAC,70858,2016-06-30,2016,2,10216780615,2016-06-30,10-Q,CommonStockSharesOutstanding,
BAC,70858,2016-09-30,2016,3,10123845121,2016-09-30,10-Q,CommonStockSharesOutstanding,
BAC,70858,2016-12-31,2016,4,10052625604,2016-12-31,10-K,CommonStockSharesOutstanding,
BAC,70858,2017-03-31,2017,1,9974189863,2017-03-31,10-Q,CommonStockSharesOutstanding,
BAC,70858,2017-06-30,2017,2,9878118264,2017-06-30,10-Q,CommonStockSharesOutstanding,
BAC,70858,2017-09-30,2017,3,10457473674,2017-09-30,10-Q,CommonStockSharesOutstanding,
BAC,70858,2017-12-31,2017,4,10287302431,2017-12-31,10-K,CommonStockSharesOutstanding,
BAC,70858,2018-03-31,2018,1,10175910851,2018-03-31,10-Q,CommonStockSharesOutstanding,
BAC,70858,2018-06-30,2018,2,10012719225,2018-06-30,10-Q,CommonStockSharesOutstanding,
BAC,70858,2018-09-30,2018,3,9858252641,2018-09-30,10-Q,CommonStockSharesOutstanding,
BAC,70858,2018-12-31,2018,4,9669286370,2018-12-31,10-K,CommonStockSharesOutstanding,
BAC,70858,2019-03-31,2019,1,9568389268,2019-03-31,10-Q,CommonStockSharesOutstanding,
BAC,70858,2019-06-30,2019,2,9342601750,2019-06-30,10-Q,CommonStockSharesOutstanding,
BAC,70858,2019-09-30,2019,3,9079264535,2019-09-30,10-Q,CommonStockSharesOutstanding,
BAC,70858,2019-12-31,2019,4,8836148954,2019-12-31,10-K,CommonStockSharesOutstanding,
BAC,70858,2020-03-31,2020,1,8675487435,2020-03-31,10-Q,CommonStockSharesOutstanding,
BAC,70858,2020-06-30,2020,2,8664081625,2020-06-30,10-Q,CommonStockSharesOutstanding,
BAC,70858,2020-09-30,2020,3,8661522562,2020-09-30,10-Q,CommonStockSharesOutstanding,
BAC,70858,2020-12-31,2020,4,8650814105,2020-12-31,10-K,CommonStockSharesOutstanding,
BAC,70858,2021-03-31,2021,1,8589731470,2021-03-31,10-Q,CommonStockSharesOutstanding,
BAC,70858,2021-06-30,2021,2,8487151465,2021-06-30,10-Q,CommonStockSharesOutstanding,
BAC,70858,2021-09-30,2021,3,8241243911,2021-09-30,10-Q,CommonStockSharesOutstanding,
BAC,70858,2021-12-31,2021,4,8077831463,2021-12-31,10-K,CommonStockSharesOutstanding,
BAC,70858,2022-03-31,2022,1,8062102236,2022-03-31,10-Q,CommonStockSharesOutstanding,
BAC,70858,2022-06-30,2022,2,8035221887,2022-06-30,10-Q,CommonStockSharesOutstanding,
BAC,70858,2022-09-30,2022,3,8024450244,2022-09-30,10-Q,CommonStockSharesOutstanding,
BAC,70858,2022-12-31,2022,4,7996777943,2022-12-31,10-K,CommonStockSharesOutstanding,
BAC,70858,2023-03-31,2023,1,7972438148,2023-03-31,10-Q,CommonStockSharesOutstanding,
BAC,70858,2023-06-30,2023,2,7953563116,2023-06-30,10-Q,CommonStockSharesOutstanding,
BAC,70858,2023-09-30,2023,3,7923357339,2023-09-30,10-Q,CommonStockSharesOutstanding,
BAC,70858,2023-12-31,2023,4,7895457665,2023-12-31,10-K,CommonStockSharesOutstanding,
BAC,70858,2024-03-31,2024,1,7866868200,2024-03-31,10-Q,CommonStockSharesOutstanding,
BAC,70858,2024-06-30,2024,2,7774753442,2024-06-30,10-Q,CommonStockSharesOutstanding,
BAC,70858,2024-09-30,2024,3,7688767832,2024-09-30,10-Q,CommonStockSharesOutstanding,
BAC,70858,2024-12-31,2024,4,7610862311,2024-12-31,10-K,CommonStockSharesOutstanding,
BAC,70858,2025-03-31,2025,1,7560084716,2025-03-31,10-Q,CommonStockSharesOutstanding,
BAC,70858,2025-06-30,2025,2,7436679485,2025-06-30,10-Q,CommonStockSharesOutstanding,
BAC,70858,2025-09-30,2025,3,7329421929,2025-09-30,10-Q,CommonStockSharesOutstanding,
BAC,70858,2025-12-31,2025,4,7212464345,2025-12-31,10-K,CommonStockSharesOutstanding,
PFE,78003,2013-09-30,2013,3,6938000000,2013-09-29,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2013-12-31,2013,4,6813000000,2013-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2014-03-31,2014,1,6389000000,2014-03-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2014-06-30,2014,2,6379000000,2014-06-29,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2014-09-30,2014,3,6363000000,2014-09-28,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2014-12-31,2014,4,6346000000,2014-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2015-03-31,2015,1,6203000000,2015-03-29,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2015-06-30,2015,2,6181000000,2015-06-28,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2015-09-30,2015,3,6176000000,2015-09-27,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2015-12-31,2015,4,6176000000,2015-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2016-03-31,2016,1,6150000000,2016-04-03,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2016-06-30,2016,2,6110000000,2016-07-03,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2016-09-30,2016,3,6095000000,2016-10-02,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2016-12-31,2016,4,6089000000,2016-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2017-03-31,2017,1,6006000000,2017-04-02,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2017-06-30,2017,2,5982000000,2017-07-02,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2017-09-30,2017,3,5972000000,2017-10-01,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2017-12-31,2017,4,5970000000,2017-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2018-03-31,2018,1,5957000000,2018-04-01,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2018-06-30,2018,2,5911000000,2018-07-01,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2018-09-30,2018,3,5899000000,2018-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2018-12-31,2018,4,5872000000,2018-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2019-03-31,2019,1,5635000000,2019-03-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2019-06-30,2019,2,5598000000,2019-06-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2019-09-30,2019,3,5581000000,2019-09-29,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2019-12-31,2019,4,5569000000,2019-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2020-03-31,2020,1,5545000000,2020-03-29,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2020-06-30,2020,2,5550000000,2020-06-28,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2020-09-30,2020,3,5552000000,2020-09-27,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2020-12-31,2020,4,5555000000,2020-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2021-03-31,2021,1,5584000000,2021-04-04,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2021-06-30,2021,2,5591000000,2021-07-04,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2021-09-30,2021,3,5597000000,2021-10-03,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2021-12-31,2021,4,5601000000,2021-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2022-03-31,2022,1,5617000000,2022-04-03,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2022-06-30,2022,2,5605000000,2022-07-03,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2022-09-30,2022,3,5606000000,2022-10-02,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2022-12-31,2022,4,5608000000,2022-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2023-03-31,2023,1,5634000000,2023-04-02,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2023-06-30,2023,2,5640000000,2023-07-02,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2023-09-30,2023,3,5642000000,2023-10-01,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2023-12-31,2023,4,5643000000,2023-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2024-03-31,2024,1,5657000000,2024-03-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2024-06-30,2024,2,5662000000,2024-06-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2024-09-30,2024,3,5663000000,2024-09-29,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2024-12-31,2024,4,5664000000,2024-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2025-03-31,2025,1,5675000000,2025-03-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2025-06-30,2025,2,5680000000,2025-06-29,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2025-09-30,2025,3,5682000000,2025-09-28,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
PFE,78003,2025-12-31,2025,4,5683000000,2025-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2013-09-30,2013,3,2975000000,2013-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2013-12-31,2013,4,2963000000,2013-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2014-03-31,2014,1,2934000000,2014-03-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2014-06-30,2014,2,2925000000,2014-06-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2014-09-30,2014,3,2909000000,2014-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2014-12-31,2014,4,2894000000,2014-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2015-03-31,2015,1,2835000000,2015-03-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2015-06-30,2015,2,2831000000,2015-06-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2015-09-30,2015,3,2825000000,2015-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2015-12-31,2015,4,2816000000,2015-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2016-03-31,2016,1,2774000000,2016-03-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2016-06-30,2016,2,2771000000,2016-06-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2016-09-30,2016,3,2769000000,2016-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2016-12-31,2016,4,2766000000,2016-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2017-03-31,2017,1,2745000000,2017-03-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2017-06-30,2017,2,2739000000,2017-06-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2017-09-30,2017,3,2735000000,2017-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2017-12-31,2017,4,2730000000,2017-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2018-03-31,2018,1,2695000000,2018-03-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2018-06-30,2018,2,2689000000,2018-06-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2018-09-30,2018,3,2680000000,2018-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2018-12-31,2018,4,2664000000,2018-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2019-03-31,2019,1,2585000000,2019-03-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2019-06-30,2019,2,2579000000,2019-06-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2019-09-30,2019,3,2572000000,2019-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2019-12-31,2019,4,2565000000,2019-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2020-03-31,2020,1,2533000000,2020-03-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2020-06-30,2020,2,2531000000,2020-06-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2020-09-30,2020,3,2530000000,2020-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2020-12-31,2020,4,2530000000,2020-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2021-03-31,2021,1,2531000000,2021-03-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2021-06-30,2021,2,2532000000,2021-06-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2021-09-30,2021,3,2531000000,2021-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2021-12-31,2021,4,2530000000,2021-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2022-03-31,2022,1,2528000000,2022-03-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2022-06-30,2022,2,2529000000,2022-06-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2022-09-30,2022,3,2531000000,2022-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2022-12-31,2022,4,2532000000,2022-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2023-03-31,2023,1,2538000000,2023-03-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2023-06-30,2023,2,2539000000,2023-06-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2023-09-30,2023,3,2538000000,2023-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2023-12-31,2023,4,2537000000,2023-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2024-03-31,2024,1,2533000000,2024-03-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2024-06-30,2024,2,2534000000,2024-06-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2024-09-30,2024,3,2534000000,2024-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2024-12-31,2024,4,2532000000,2024-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2025-03-31,2025,1,2523000000,2025-03-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2025-06-30,2025,2,2516000000,2025-06-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2025-09-30,2025,3,2509000000,2025-09-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
MRK,310158,2025-12-31,2025,4,2502000000,2025-12-31,10-K,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2013-09-30,2013,3,594363000,2013-10-27,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2013-12-31,2013,4,567996734,2014-01-26,10-K,CommonStockSharesOutstanding,
NVDA,1045810,2014-03-31,2014,1,554241412,2014-03-07,10-K,EntityCommonStockSharesOutstanding,
NVDA,1045810,2014-06-30,2014,2,558657000,2014-07-27,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2014-09-30,2014,3,555035000,2014-10-26,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2014-12-31,2014,4,544913000,2015-01-25,10-K,CommonStockSharesOutstanding,
NVDA,1045810,2015-03-31,2015,1,549840211,2015-03-06,10-K,EntityCommonStockSharesOutstanding,
NVDA,1045810,2015-06-30,2015,2,545000000,2015-07-26,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2015-09-30,2015,3,544000000,2015-10-25,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2015-12-31,2015,4,539000000,2016-01-31,10-K,CommonStockSharesOutstanding,
NVDA,1045810,2016-03-31,2016,1,541641088,2016-03-11,10-K,EntityCommonStockSharesOutstanding,
NVDA,1045810,2016-06-30,2016,2,536000000,2016-07-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2016-09-30,2016,3,536000000,2016-10-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2016-12-31,2016,4,585000000,2017-01-29,10-K,CommonStockSharesOutstanding,
NVDA,1045810,2017-03-31,2017,1,592000000,2017-04-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2017-06-30,2017,2,595000000,2017-07-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2017-09-30,2017,3,597000000,2017-10-29,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2017-12-31,2017,4,606000000,2018-01-28,10-K,CommonStockSharesOutstanding,
NVDA,1045810,2018-03-31,2018,1,606000000,2018-04-29,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2018-06-30,2018,2,607000000,2018-07-29,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2018-09-30,2018,3,608000000,2018-10-28,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2018-12-31,2018,4,606000000,2019-01-27,10-K,CommonStockSharesOutstanding,
NVDA,1045810,2019-03-31,2019,1,607000000,2019-04-28,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2019-06-30,2019,2,608000000,2019-07-28,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2019-09-30,2019,3,609000000,2019-10-27,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2019-12-31,2019,4,612000000,2020-01-26,10-K,CommonStockSharesOutstanding,
NVDA,1045810,2020-03-31,2020,1,614000000,2020-04-26,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2020-06-30,2020,2,615000000,2020-07-26,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2020-09-30,2020,3,616000000,2020-10-25,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2020-12-31,2020,4,620000000,2021-01-31,10-K,CommonStockSharesOutstanding,
NVDA,1045810,2021-03-31,2021,1,621000000,2021-05-02,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2021-06-30,2021,2,621000000,2021-08-01,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,FIXED: replaced post-split 2489M with pre-split 621M (split Jul 2021)
NVDA,1045810,2021-09-30,2021,3,2493000000,2021-10-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2021-12-31,2021,4,2506000000,2022-01-30,10-K,CommonStockSharesOutstanding,
NVDA,1045810,2022-03-31,2022,1,2510000000,2022-03-11,10-K,EntityCommonStockSharesOutstanding,
NVDA,1045810,2022-06-30,2022,2,2500000000,2022-07-31,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2022-09-30,2022,3,2495000000,2022-10-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2022-12-31,2022,4,2466000000,2023-01-29,10-K,CommonStockSharesOutstanding,
NVDA,1045810,2023-03-31,2023,1,2470000000,2023-04-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2023-06-30,2023,2,2472000000,2023-07-30,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2023-09-30,2023,3,2470000000,2023-10-29,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2023-12-31,2023,4,2464000000,2024-01-28,10-K,CommonStockSharesOutstanding,
NVDA,1045810,2024-03-31,2024,1,2462000000,2024-04-28,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2024-06-30,2024,2,24599000000,2024-07-28,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2024-09-30,2024,3,24577000000,2024-10-27,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2024-12-31,2024,4,24477000000,2025-01-26,10-K,CommonStockSharesOutstanding,
NVDA,1045810,2025-03-31,2025,1,24441000000,2025-04-27,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2025-06-30,2025,2,24404000000,2025-07-27,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2025-09-30,2025,3,24378000000,2025-10-26,10-Q,WeightedAverageNumberOfSharesOutstandingBasic,
NVDA,1045810,2025-12-31,2025,4,24304000000,2026-01-25,10-K,CommonStockSharesOutstanding,
